satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
2,1,2,4,2,3,3,Non,13 %,35,M,6646,Célibataire,Consulting,Assistant de Direction,1,17,17,11,Non,0,3,1,6,4,Infra & Cloud,Occasionnel,11,8
3,3,2,4,3,1,4,Non,23 %,33,M,7725,Divorcé(e),Consulting,Manager,3,15,13,11,Non,1,2,1,6,3,Infra & Cloud,Frequent,4,7
3,3,3,2,3,4,3,Non,15 %,54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,16,9,7,Non,1,1,1,19,4,Transformation Digitale,Occasionnel,7,1
2,2,2,2,3,3,3,Oui,11 %,36,M,8847,Divorcé(e),Consulting,Tech Lead,2,13,3,2,Non,1,2,1,9,2,Transformation Digitale,Occasionnel,0,2
1,2,1,4,4,3,3,Non,13 %,27,M,2045,Célibataire,Consulting,Assistant de Direction,0,5,4,2,Non,0,0,1,3,4,Transformation Digitale,Occasionnel,1,1
4,3,1,3,4,3,3,Oui,11 %,20,M,1009,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Oui,0,5,1,10,1,Transformation Digitale,Occasionnel,1,1
1,3,1,1,1,3,3,Oui,11 %,33,M,3348,Célibataire,Consulting,Assistant de Direction,1,10,10,8,Oui,0,3,1,3,3,Infra & Cloud,Frequent,9,7
3,2,1,3,3,3,3,Non,18 %,35,M,1281,Marié(e),Consulting,Consultant,1,1,1,0,Non,2,3,1,3,3,Infra & Cloud,Aucun,0,0
1,4,1,1,1,4,3,Non,16 %,23,M,2819,Marié(e),Consulting,Assistant de Direction,2,5,3,2,Non,1,3,1,4,3,Transformation Digitale,Occasionnel,0,2
4,4,2,2,3,3,4,Non,22 %,25,M,4851,Marié(e),Commercial,Cadre Commercial,0,4,3,2,Non,1,4,1,8,3,Infra & Cloud,Occasionnel,1,2
4,2,2,4,1,3,4,Non,20 %,38,F,4028,Célibataire,Commercial,Cadre Commercial,0,8,7,7,Non,0,2,1,7,4,Marketing,Occasionnel,0,5
2,1,1,4,4,3,3,Non,18 %,29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,10,7,Non,1,5,1,1,4,Infra & Cloud,Frequent,2,8
2,4,2,2,4,3,3,Non,12 %,48,M,8120,Marié(e),Commercial,Cadre Commercial,3,12,2,2,Non,0,3,1,2,1,Marketing,Occasionnel,2,2
4,4,2,4,2,3,4,Oui,20 %,27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,6,5,Non,2,3,1,3,1,Transformation Digitale,Frequent,0,4
4,4,1,4,1,3,3,Non,17 %,37,M,4680,Célibataire,Consulting,Assistant de Direction,3,4,1,0,Non,0,2,1,10,2,Infra & Cloud,Occasionnel,0,0
4,4,1,3,3,3,3,Oui,11 %,50,M,3221,Marié(e),Consulting,Consultant,1,20,20,8,Non,3,3,1,28,1,Transformation Digitale,Occasionnel,3,8
4,2,3,2,2,4,3,Non,14 %,34,F,8621,Célibataire,Consulting,Manager,1,9,8,7,Non,0,3,1,9,3,Transformation Digitale,Occasionnel,7,7
1,3,2,3,1,3,3,Non,14 %,24,F,4577,Célibataire,Commercial,Cadre Commercial,9,4,2,2,Oui,0,3,1,3,2,Infra & Cloud,Occasionnel,2,0
4,2,2,3,1,3,3,Non,11 %,39,F,4553,Célibataire,Consulting,Manager,1,20,20,7,Non,0,4,1,2,4,Entrepreunariat,Occasionnel,11,10
4,3,2,4,4,2,3,Non,12 %,32,M,5396,Célibataire,Commercial,Cadre Commercial,1,10,10,7,Non,0,2,1,10,3,Marketing,Occasionnel,0,8
2,3,2,3,1,3,3,Oui,14 %,50,M,6796,Marié(e),Commercial,Cadre Commercial,3,18,4,3,Oui,1,4,1,8,2,Entrepreunariat,Frequent,1,3
2,4,2,4,3,2,3,Non,13 %,38,F,7625,Célibataire,Consulting,Manager,0,10,9,7,Non,0,4,1,1,4,Infra & Cloud,Occasionnel,1,8
3,3,3,1,4,3,3,Non,11 %,27,F,7412,Marié(e),Consulting,Tech Lead,1,9,9,7,Non,0,3,1,1,2,Infra & Cloud,Occasionnel,0,7
3,3,3,4,4,3,3,Non,15 %,32,F,11159,Célibataire,Consulting,Directeur Technique,3,10,7,7,Non,0,6,1,3,2,Infra & Cloud,Occasionnel,7,7
4,3,2,1,4,3,3,Non,12 %,47,M,4960,Célibataire,Commercial,Cadre Commercial,2,20,7,7,Non,0,2,1,14,4,Marketing,Occasionnel,1,7
4,2,3,1,3,3,4,Oui,21 %,40,M,10475,Marié(e),Commercial,Cadre Commercial,5,20,18,13,Non,1,2,1,5,4,Infra & Cloud,Frequent,1,12
3,4,4,3,3,3,3,Non,19 %,53,M,14814,Marié(e),Consulting,Directeur Technique,3,32,5,1,Non,0,3,1,7,3,Infra & Cloud,Occasionnel,1,3
2,2,5,4,2,2,3,Non,15 %,41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,23,21,6,Non,3,2,1,10,4,Ressources Humaines,Occasionnel,12,6
1,3,2,1,4,3,3,Non,14 %,60,M,5405,Célibataire,Commercial,Cadre Commercial,8,10,2,2,Non,0,1,1,16,4,Marketing,Occasionnel,2,2
4,3,3,1,3,2,4,Non,21 %,27,M,8793,Divorcé(e),Consulting,Tech Lead,1,9,9,7,Non,2,4,1,10,2,Infra & Cloud,Frequent,1,7
4,2,5,3,2,3,3,Non,12 %,41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,22,7,Non,1,3,1,1,3,Ressources Humaines,Occasionnel,2,10
4,3,1,2,4,3,3,Non,15 %,50,M,3875,Marié(e),Commercial,Représentant Commercial,7,4,2,2,Non,1,2,1,8,4,Marketing,Occasionnel,2,2
1,1,1,2,4,3,3,Oui,13 %,28,F,2216,Célibataire,Consulting,Assistant de Direction,7,10,7,7,Oui,0,4,1,1,2,Infra & Cloud,Occasionnel,3,7
1,4,3,1,1,3,3,Non,14 %,36,F,11713,Marié(e),Consulting,Directeur Technique,9,10,8,7,Non,1,2,1,8,3,Infra & Cloud,Aucun,0,5
3,3,3,3,4,4,3,Oui,14 %,38,F,7861,Célibataire,Consulting,Tech Lead,4,10,1,0,Non,0,4,1,1,3,Infra & Cloud,Occasionnel,0,0
1,1,1,3,3,3,3,Non,14 %,44,M,3708,Célibataire,Consulting,Consultant,2,9,5,2,Non,0,5,1,24,3,Transformation Digitale,Aucun,1,4
4,3,4,3,4,2,3,Oui,12 %,47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,28,22,2,Non,2,2,1,3,3,Transformation Digitale,Frequent,11,13
3,3,2,4,4,2,4,Non,23 %,30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,10,8,7,Non,1,2,1,27,5,Marketing,Occasionnel,7,7
3,3,1,3,3,3,3,Non,11 %,29,M,2642,Célibataire,Commercial,Représentant Commercial,1,1,1,0,Non,0,6,1,10,3,Infra & Cloud,Occasionnel,0,0
3,4,1,3,4,3,3,Oui,12 %,42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,7,2,2,Oui,0,2,1,19,3,Transformation Digitale,Frequent,2,2
4,2,2,4,3,3,3,Non,18 %,43,M,6804,Marié(e),Commercial,Cadre Commercial,3,7,2,2,Non,1,5,1,15,3,Infra & Cloud,Frequent,2,2
2,3,2,3,4,3,3,Non,11 %,34,F,6142,Célibataire,Consulting,Manager,3,10,5,1,Non,0,2,1,8,2,Transformation Digitale,Occasionnel,4,3
2,3,1,1,4,4,3,Non,14 %,23,M,2500,Marié(e),Consulting,Consultant,1,5,4,3,Non,1,2,1,9,1,Transformation Digitale,Occasionnel,0,2
3,4,2,2,3,1,3,Non,15 %,39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,12,8,3,Non,1,3,1,3,3,Ressources Humaines,Occasionnel,3,6
3,3,4,4,3,2,3,Non,11 %,56,M,11103,Marié(e),Consulting,Manager,7,30,10,7,Non,0,1,1,9,3,Transformation Digitale,Occasionnel,1,1
4,2,1,4,4,2,4,Oui,20 %,40,F,2342,Célibataire,Consulting,Assistant de Direction,0,5,4,2,Non,0,2,1,2,1,Transformation Digitale,Occasionnel,2,3
4,2,2,1,1,1,3,Non,19 %,27,F,6811,Célibataire,Consulting,Manager,8,9,7,6,Non,0,2,1,7,3,Transformation Digitale,Occasionnel,0,7
4,3,1,2,4,3,3,Non,14 %,29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,Non,2,2,1,10,3,Marketing,Occasionnel,2,2
4,3,2,4,4,3,3,Non,17 %,53,M,2450,Célibataire,Consulting,Consultant,2,19,2,2,Non,0,4,1,6,3,Infra & Cloud,Occasionnel,2,2
4,3,2,1,1,4,3,Non,11 %,35,F,5093,Divorcé(e),Consulting,Manager,2,16,1,0,Non,1,2,1,2,4,Infra & Cloud,Aucun,0,0
1,3,2,4,4,3,3,Non,15 %,32,M,5309,Marié(e),Consulting,Consultant,1,10,10,8,Non,2,2,1,24,4,Infra & Cloud,Frequent,4,7
4,3,1,3,2,1,3,Oui,13 %,38,M,3057,Marié(e),Consulting,Assistant de Direction,6,6,1,0,Non,1,0,1,2,5,Transformation Digitale,Occasionnel,0,1
2,3,2,1,3,3,3,Non,14 %,34,F,5121,Divorcé(e),Consulting,Tech Lead,3,7,0,0,Non,1,3,1,8,5,Infra & Cloud,Occasionnel,0,0
3,2,4,1,1,4,3,Non,11 %,52,M,16856,Marié(e),Commercial,Senior Manager,1,34,34,6,Non,0,3,1,3,4,Marketing,Occasionnel,1,16
4,3,1,4,3,2,3,Oui,13 %,33,M,2686,Célibataire,Consulting,Assistant de Direction,1,10,10,9,Oui,0,2,1,1,4,Autre,Occasionnel,7,8
3,3,2,4,2,2,4,Non,23 %,25,F,6180,Célibataire,Commercial,Cadre Commercial,1,6,6,5,Non,0,5,1,26,1,Transformation Digitale,Occasionnel,1,4
2,1,2,3,1,3,3,Non,13 %,45,M,6632,Célibataire,Commercial,Représentant Commercial,0,9,8,7,Non,0,3,1,2,2,Entrepreunariat,Occasionnel,3,1
1,4,1,3,4,3,3,Non,18 %,23,M,3505,Célibataire,Consulting,Assistant de Direction,1,2,2,2,Non,0,3,1,10,1,Transformation Digitale,Occasionnel,0,2
2,4,2,3,4,3,3,Oui,12 %,47,F,6397,Célibataire,Commercial,Cadre Commercial,4,8,5,4,Oui,0,2,1,27,2,Infra & Cloud,Frequent,1,3
4,3,2,4,3,3,4,Non,22 %,34,M,6274,Célibataire,Commercial,Cadre Commercial,1,6,6,5,Non,0,5,1,2,3,Autre,Occasionnel,1,4
4,3,5,1,4,3,3,Oui,13 %,55,M,19859,Marié(e),Consulting,Senior Manager,5,24,5,2,Oui,1,2,1,2,3,Transformation Digitale,Occasionnel,1,4
1,2,3,1,2,3,3,Non,15 %,36,M,7587,Célibataire,Commercial,Cadre Commercial,1,10,10,7,Non,0,1,1,8,4,Infra & Cloud,Aucun,0,9
4,3,1,4,1,3,3,Non,18 %,52,M,4258,Marié(e),Consulting,Assistant de Direction,0,5,4,3,Non,1,3,1,19,4,Transformation Digitale,Aucun,1,2
1,1,1,4,1,3,3,Non,14 %,26,F,4364,Divorcé(e),Consulting,Consultant,3,5,2,2,Non,1,2,1,1,2,Infra & Cloud,Frequent,2,0
2,3,2,3,1,2,3,Non,12 %,29,F,4335,Marié(e),Consulting,Manager,4,11,8,7,Non,1,3,1,27,3,Transformation Digitale,Occasionnel,1,1
4,2,2,1,3,2,3,Non,17 %,26,M,5326,Célibataire,Commercial,Cadre Commercial,6,6,4,3,Oui,0,2,1,8,3,Entrepreunariat,Occasionnel,1,2
2,4,1,4,3,3,3,Non,16 %,34,F,3280,Célibataire,Consulting,Assistant de Direction,2,10,4,2,Non,0,2,1,1,4,Infra & Cloud,Occasionnel,1,3
4,3,2,1,2,3,3,Oui,11 %,54,F,5485,Divorcé(e),Consulting,Tech Lead,9,9,5,3,Non,2,4,1,19,4,Transformation Digitale,Occasionnel,1,4
3,3,2,4,2,3,3,Non,19 %,27,M,4342,Marié(e),Commercial,Cadre Commercial,0,5,4,2,Non,1,3,1,8,1,Marketing,Frequent,1,1
4,3,1,1,2,2,3,Oui,13 %,37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,Non,2,3,1,10,1,Infra & Cloud,Occasionnel,4,3
1,4,2,1,4,3,3,Oui,12 %,38,F,5980,Célibataire,Consulting,Tech Lead,6,17,15,7,Non,0,2,1,2,4,Infra & Cloud,Frequent,4,12
3,2,1,1,3,3,3,Non,11 %,34,F,4381,Célibataire,Consulting,Assistant de Direction,1,6,6,5,Non,0,3,1,2,4,Transformation Digitale,Occasionnel,1,3
1,3,1,4,2,2,3,Non,16 %,35,F,2572,Marié(e),Commercial,Représentant Commercial,1,3,3,2,Non,1,1,1,8,4,Infra & Cloud,Occasionnel,0,2
4,1,1,3,3,3,4,Non,21 %,30,M,3833,Marié(e),Consulting,Consultant,3,7,2,2,Non,2,2,1,1,3,Infra & Cloud,Occasionnel,0,2
3,4,2,2,4,3,4,Non,24 %,40,F,4244,Marié(e),Consulting,Manager,1,8,8,7,Non,1,2,1,2,2,Transformation Digitale,Frequent,3,7
3,3,2,1,2,3,3,Non,17 %,34,F,6500,Marié(e),Commercial,Cadre Commercial,5,6,3,2,Non,1,1,1,8,2,Infra & Cloud,Occasionnel,1,2
2,3,5,4,2,2,3,Non,13 %,42,M,18430,Divorcé(e),Consulting,Senior Manager,1,24,24,7,Non,1,4,1,8,3,Infra & Cloud,Frequent,14,9
3,4,1,1,3,3,4,Oui,21 %,23,M,1601,Marié(e),Consulting,Consultant,1,1,0,0,Oui,2,2,1,6,3,Infra & Cloud,Occasionnel,0,0
3,2,1,2,3,3,3,Non,11 %,24,M,2694,Divorcé(e),Consulting,Consultant,1,1,1,0,Non,3,4,1,9,3,Infra & Cloud,Aucun,0,0
4,3,2,3,2,3,4,Non,20 %,52,F,3149,Marié(e),Consulting,Consultant,8,9,5,2,Non,1,3,1,11,4,Infra & Cloud,Occasionnel,1,4
3,3,4,3,4,3,3,Non,16 %,50,M,17639,Marié(e),Consulting,Directeur Technique,5,30,4,3,Non,0,3,1,2,3,Transformation Digitale,Occasionnel,0,3
2,2,1,1,4,3,3,Oui,11 %,29,F,2319,Marié(e),Consulting,Consultant,1,1,1,0,Oui,1,1,1,1,2,Infra & Cloud,Occasionnel,0,0
3,3,3,3,4,4,3,Non,11 %,33,M,11691,Marié(e),Consulting,Directeur Technique,0,14,13,9,Non,0,3,1,7,3,Transformation Digitale,Occasionnel,3,7
1,3,2,1,3,3,3,Non,15 %,33,F,5324,Célibataire,Commercial,Cadre Commercial,5,6,3,2,Oui,0,3,1,16,3,Marketing,Occasionnel,0,2
3,3,4,4,3,2,3,Oui,11 %,47,F,16752,Marié(e),Consulting,Senior Manager,1,26,26,14,Non,1,3,1,2,2,Autre,Occasionnel,3,0
3,3,2,2,1,3,3,Non,15 %,36,F,5228,Marié(e),Consulting,Tech Lead,0,10,9,7,Non,1,2,1,1,3,Autre,Occasionnel,0,5
3,4,1,3,3,3,4,Non,24 %,29,M,2700,Marié(e),Consulting,Assistant de Direction,1,10,10,7,Non,1,3,1,23,2,Infra & Cloud,Occasionnel,0,7
4,3,5,2,4,3,3,Oui,12 %,58,M,19246,Célibataire,Consulting,Directeur Technique,7,40,31,15,Oui,0,2,1,2,4,Infra & Cloud,Occasionnel,13,8
4,4,1,3,3,3,3,Non,13 %,35,F,2506,Célibataire,Consulting,Assistant de Direction,3,7,2,2,Non,0,0,1,1,4,Infra & Cloud,Occasionnel,2,2
4,2,2,4,4,3,3,Oui,13 %,42,F,6062,Marié(e),Consulting,Tech Lead,9,8,4,3,Non,1,4,1,1,2,Infra & Cloud,Occasionnel,0,2
3,3,1,3,4,2,3,Non,17 %,28,M,4382,Célibataire,Consulting,Assistant de Direction,6,5,2,2,Oui,0,3,1,2,4,Transformation Digitale,Occasionnel,2,1
3,3,1,2,2,3,3,Non,13 %,36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,8,5,2,Non,1,2,1,13,3,Ressources Humaines,Occasionnel,0,4
3,2,2,3,3,3,3,Non,12 %,32,F,6162,Marié(e),Consulting,Tech Lead,1,14,14,13,Non,1,3,1,4,3,Infra & Cloud,Occasionnel,6,8
1,2,2,3,4,3,3,Non,14 %,40,M,5094,Célibataire,Consulting,Consultant,6,10,1,0,Non,0,6,1,16,4,Transformation Digitale,Frequent,0,0
3,2,2,4,2,2,4,Oui,24 %,30,F,6877,Célibataire,Consulting,Tech Lead,5,12,0,0,Non,0,4,1,2,3,Transformation Digitale,Occasionnel,0,0
2,2,1,3,4,3,3,Non,14 %,45,F,2274,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Non,0,3,1,2,3,Infra & Cloud,Occasionnel,0,0
2,3,2,2,4,2,3,Non,13 %,42,M,4434,Marié(e),Consulting,Tech Lead,1,10,9,8,Non,1,3,1,29,3,Infra & Cloud,Occasionnel,7,8
1,2,2,1,3,2,3,Non,15 %,38,M,6288,Divorcé(e),Consulting,Manager,2,13,4,3,Non,1,3,1,12,3,Infra & Cloud,Frequent,1,2
3,2,1,4,3,3,3,Non,16 %,34,F,2553,Célibataire,Consulting,Assistant de Direction,1,6,5,2,Non,0,3,1,16,4,Infra & Cloud,Frequent,1,3
3,3,3,4,1,4,3,Non,18 %,49,F,7654,Marié(e),Commercial,Cadre Commercial,1,9,9,8,Oui,2,3,1,11,3,Marketing,Occasionnel,7,7
3,3,2,4,3,2,3,Non,16 %,55,M,5160,Célibataire,Commercial,Cadre Commercial,4,12,9,7,Oui,0,3,1,2,1,Transformation Digitale,Occasionnel,7,3
2,3,4,1,3,3,4,Non,24 %,43,M,17159,Marié(e),Consulting,Directeur Technique,6,22,4,1,Non,1,3,1,14,2,Infra & Cloud,Occasionnel,1,0
3,2,3,4,2,3,3,Oui,16 %,27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,9,9,8,Non,1,3,1,5,1,Entrepreunariat,Occasionnel,0,8
3,3,3,3,2,4,4,Non,21 %,35,M,10221,Célibataire,Consulting,Tech Lead,3,17,8,5,Non,0,3,1,7,3,Autre,Occasionnel,1,6
2,3,2,2,1,3,4,Oui,20 %,28,F,4779,Marié(e),Commercial,Cadre Commercial,1,8,8,7,Non,0,2,1,2,4,Marketing,Occasionnel,7,5
3,3,1,4,3,1,3,Non,19 %,34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,4,3,2,Non,1,1,1,3,2,Ressources Humaines,Occasionnel,0,2
3,2,1,3,1,3,3,Oui,14 %,26,F,2366,Marié(e),Consulting,Assistant de Direction,1,8,8,7,Oui,1,2,1,5,2,Transformation Digitale,Frequent,1,7
4,3,1,4,3,2,3,Non,11 %,27,M,1706,Marié(e),Consulting,Assistant de Direction,1,0,0,0,Non,3,6,1,3,3,Transformation Digitale,Aucun,0,0
1,3,4,3,3,2,3,Non,14 %,51,F,16307,Marié(e),Commercial,Senior Manager,2,29,20,6,Non,1,2,1,26,4,Marketing,Occasionnel,4,17
4,3,2,2,4,2,3,Non,12 %,44,M,5933,Célibataire,Consulting,Manager,9,10,5,2,Non,0,2,1,4,3,Transformation Digitale,Occasionnel,2,3
1,4,1,1,3,2,3,Non,13 %,25,M,3424,Célibataire,Consulting,Assistant de Direction,7,6,4,3,Non,0,3,1,2,1,Transformation Digitale,Occasionnel,0,1
1,4,2,1,1,3,4,Non,22 %,33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,9,9,8,Non,1,5,1,1,3,Transformation Digitale,Occasionnel,0,8
3,2,1,1,4,2,3,Non,11 %,35,F,2559,Célibataire,Consulting,Assistant de Direction,1,6,6,5,Non,0,3,1,27,1,Transformation Digitale,Occasionnel,1,1
2,3,2,4,4,2,3,Oui,14 %,36,M,6201,Marié(e),Commercial,Cadre Commercial,1,18,18,14,Non,1,1,1,1,2,Infra & Cloud,Occasionnel,4,11
2,3,2,4,3,2,3,Non,11 %,32,M,4403,Divorcé(e),Commercial,Cadre Commercial,2,8,5,2,Non,1,3,1,13,4,Infra & Cloud,Occasionnel,0,3
2,2,1,4,2,2,3,Non,12 %,30,M,3761,Divorcé(e),Consulting,Assistant de Direction,9,10,5,4,Non,1,3,1,5,4,Infra & Cloud,Frequent,0,3
1,2,3,4,4,3,3,Oui,18 %,53,F,10934,Marié(e),Commercial,Cadre Commercial,7,35,5,2,Non,1,3,1,7,2,Marketing,Occasionnel,0,4
4,3,3,1,3,3,3,Oui,12 %,45,M,10761,Divorcé(e),Commercial,Cadre Commercial,4,18,5,4,Non,1,2,1,9,3,Marketing,Occasionnel,0,2
3,4,2,3,3,2,3,Non,12 %,32,F,5175,Marié(e),Consulting,Assistant de Direction,5,9,5,3,Non,1,3,1,8,2,Transformation Digitale,Occasionnel,1,3
3,2,4,4,3,3,4,Non,22 %,52,F,13826,Marié(e),Consulting,Tech Lead,3,31,9,8,Non,0,3,1,25,4,Transformation Digitale,Frequent,0,0
4,2,2,3,4,3,3,Non,19 %,37,M,6334,Divorcé(e),Commercial,Cadre Commercial,4,9,1,0,Non,2,2,1,16,4,Marketing,Occasionnel,0,0
2,2,1,4,4,3,3,Non,13 %,28,M,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,6,5,1,Non,1,6,1,8,2,Transformation Digitale,Occasionnel,0,4
4,2,2,4,1,1,4,Non,22 %,22,M,4775,Marié(e),Consulting,Tech Lead,6,4,2,2,Non,2,2,1,1,2,Infra & Cloud,Occasionnel,2,2
1,4,1,4,3,2,4,Oui,24 %,44,M,2818,Marié(e),Consulting,Consultant,2,10,3,2,Non,1,2,1,8,4,Infra & Cloud,Occasionnel,0,2
2,3,1,4,4,3,3,Oui,14 %,42,M,2515,Célibataire,Consulting,Assistant de Direction,5,8,2,1,Non,0,2,1,2,1,Transformation Digitale,Frequent,2,2
1,2,1,1,3,3,4,Non,21 %,36,M,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,6,5,4,Non,0,3,1,8,3,Infra & Cloud,Occasionnel,0,3
3,3,2,1,4,3,3,Oui,18 %,25,M,4194,Marié(e),Commercial,Cadre Commercial,1,5,5,3,Non,0,3,1,3,1,Autre,Occasionnel,0,3
4,2,3,3,2,3,4,Oui,20 %,35,F,10685,Marié(e),Consulting,Tech Lead,1,17,17,14,Non,1,2,1,9,3,Infra & Cloud,Occasionnel,5,15
4,3,1,2,1,2,3,Oui,19 %,35,F,2022,Divorcé(e),Consulting,Assistant de Direction,1,10,10,2,Oui,1,3,1,25,4,Infra & Cloud,Frequent,7,8
4,3,1,4,2,3,3,Non,12 %,32,M,2314,Divorcé(e),Consulting,Consultant,0,4,3,0,Non,1,2,1,1,3,Infra & Cloud,Aucun,0,2
3,2,2,1,1,4,3,Non,12 %,25,M,4256,Marié(e),Commercial,Cadre Commercial,1,5,5,2,Non,0,1,1,4,1,Marketing,Occasionnel,0,3
3,3,1,1,2,3,3,Non,16 %,49,F,3580,Marié(e),Consulting,Assistant de Direction,2,7,4,2,Non,1,2,1,1,3,Entrepreunariat,Occasionnel,0,2
1,2,1,4,4,2,3,Non,17 %,24,M,3162,Marié(e),Consulting,Consultant,0,6,5,2,Non,0,2,1,4,1,Infra & Cloud,Aucun,3,4
2,3,2,2,4,3,3,Non,14 %,32,M,6524,Marié(e),Commercial,Cadre Commercial,1,10,10,8,Non,1,3,1,5,2,Infra & Cloud,Frequent,5,3
2,2,1,2,4,3,3,Non,19 %,38,M,2899,Marié(e),Commercial,Représentant Commercial,0,3,2,2,Non,1,3,1,9,3,Marketing,Occasionnel,1,2
3,4,2,4,2,2,3,Oui,13 %,42,F,5231,Marié(e),Consulting,Consultant,2,17,5,3,Non,1,1,1,3,3,Infra & Cloud,Occasionnel,1,3
4,3,1,4,2,3,3,Oui,19 %,31,M,2356,Marié(e),Consulting,Assistant de Direction,3,8,6,4,Non,1,2,1,11,4,Infra & Cloud,Occasionnel,0,2
2,2,1,3,3,3,3,Oui,19 %,29,F,2800,Divorcé(e),Commercial,Représentant Commercial,6,5,3,2,Oui,3,3,1,1,3,Transformation Digitale,Occasionnel,0,2
1,3,4,4,3,3,3,Non,14 %,53,M,11836,Marié(e),Commercial,Cadre Commercial,5,28,2,0,Non,1,3,1,8,3,Marketing,Occasionnel,2,2
4,2,3,2,1,3,3,Non,16 %,35,M,10903,Marié(e),Consulting,Tech Lead,3,16,13,10,Non,0,2,1,25,3,Entrepreunariat,Occasionnel,4,8
3,3,1,4,2,3,3,Non,15 %,37,F,2973,Marié(e),Commercial,Représentant Commercial,5,10,5,4,Non,1,3,1,21,2,Transformation Digitale,Frequent,0,0
4,3,4,4,3,3,3,Non,18 %,53,F,14275,Célibataire,Consulting,Directeur Technique,6,33,12,9,Non,0,0,1,23,4,Infra & Cloud,Occasionnel,3,8
4,3,2,4,2,2,3,Non,13 %,43,F,5562,Marié(e),Consulting,Manager,4,12,5,2,Non,1,2,1,1,3,Infra & Cloud,Frequent,2,2
3,3,2,4,1,3,4,Oui,22 %,47,F,4537,Marié(e),Commercial,Cadre Commercial,0,8,7,6,Non,1,2,1,2,2,Marketing,Occasionnel,7,7
1,3,3,2,4,3,3,Oui,13 %,37,M,7642,Célibataire,Commercial,Cadre Commercial,1,10,10,0,Non,0,2,1,19,2,Transformation Digitale,Aucun,0,9
1,3,4,1,4,3,3,Non,11 %,50,M,17924,Divorcé(e),Consulting,Senior Manager,1,31,31,6,Non,1,3,1,2,4,Infra & Cloud,Aucun,14,7
4,2,2,4,3,3,3,Non,11 %,39,F,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,13,5,4,Non,2,2,1,2,3,Infra & Cloud,Occasionnel,0,4
4,3,1,2,3,4,3,Oui,11 %,33,M,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,7,4,3,Non,1,4,1,3,2,Ressources Humaines,Occasionnel,0,3
1,3,1,4,3,1,4,Oui,24 %,32,M,2795,Célibataire,Consulting,Consultant,1,1,1,0,Oui,0,2,1,25,4,Infra & Cloud,Occasionnel,0,1
1,2,1,4,3,3,3,Non,14 %,29,F,2532,Divorcé(e),Consulting,Consultant,6,8,4,3,Non,3,5,1,7,1,Transformation Digitale,Occasionnel,0,3
2,3,1,1,4,3,3,Oui,13 %,44,M,2559,Marié(e),Consulting,Assistant de Direction,1,8,8,7,Non,0,0,1,9,2,Infra & Cloud,Occasionnel,7,1
1,3,2,4,2,3,3,Non,14 %,28,M,4908,Célibataire,Commercial,Cadre Commercial,1,4,4,2,Non,0,3,1,5,4,Transformation Digitale,Occasionnel,0,2
4,2,1,4,4,2,3,Oui,14 %,58,M,2380,Divorcé(e),Consulting,Consultant,9,3,1,0,Oui,1,3,1,2,1,Infra & Cloud,Frequent,0,0
1,3,2,2,3,4,4,Non,21 %,43,F,4765,Divorcé(e),Consulting,Tech Lead,4,4,1,0,Non,1,2,1,8,3,Infra & Cloud,Occasionnel,0,0
3,2,1,3,4,2,3,Non,13 %,20,F,2044,Célibataire,Commercial,Représentant Commercial,1,2,2,2,Oui,0,3,1,2,3,Transformation Digitale,Occasionnel,0,2
4,3,1,4,1,2,3,Non,19 %,21,F,2693,Célibataire,Consulting,Assistant de Direction,1,1,1,0,Oui,0,3,1,18,1,Autre,Occasionnel,0,0
